CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,balance_log,salary_log,product_norm,tenure_norm,card_flag,active_flag,salary_balance_ratio,product_per_tenure,zero_balance_flag,high_balance_flag,Balance_Category,engagement_score,low_engagement_flag,activity_product_interaction,balance_activity_gap,tenure_engagement_ratio,is_dormant_high_value,product_intensity,Geography_Germany,Geography_Spain,Gender_Male,cluster_id,dist_to_cluster_0,dist_to_cluster_1,dist_to_cluster_2,dist_to_cluster_3,dist_to_cluster_4,Engagement_Segment,is_active_power_core,is_active_casual,is_inactive_disengaged,is_inactive_high_balance,is_inactive_low_balance,customer_value_segment,Exited
590,37,6,169902.92,1,1,1,128256.18,12.042988379789387,11.761792745871405,0.25,0.6,1,1,0.7548747550968805,0.14285714285714285,0,1,High Balance,0.7308970124080059,0,1,0.0,0.10441385891542941,0,Low,False,True,True,4,3.549277629249837,1.8462223047028379,2.972067022508613,2.058710299882755,1.0950047568972756,Active_Casual,0,1,0,0,0,Platinum Value,0
693,25,6,146580.69,1,0,1,14633.35,11.895338162953559,9.591126784063807,0.25,0.6,0,1,0.09983068144459244,0.14285714285714285,0,1,High Balance,0.6791082765196699,0,1,0.0,0.09701546807423855,0,Low,True,False,True,0,1.8624226306017742,2.4653702410154836,3.380257396219582,2.7360601088691063,2.015444849888358,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
676,20,1,80569.73,1,0,0,68621.98,11.29689071117453,11.136382743041628,0.25,0.1,0,0,0.8516986255430476,0.5,0,0,Medium Balance,0.22185827406643555,1,0,80569.73,0.11092913703321777,0,Low,False,False,True,1,3.233366142595026,1.2343036008333865,2.9742663096986433,3.164915217678434,2.7409628531471935,Inactive_High_Balance,0,0,0,1,0,High Value,0
700,42,8,0.0,2,1,1,105305.72,0.0,11.564632513749624,0.5,0.8,1,1,105305.72,0.2222222222222222,1,0,Zero Balance,0.6800000000000002,0,2,0.0,0.07555555555555557,0,Medium,False,False,False,2,3.5198361116112027,3.4145658181891774,1.6310024607683768,2.2665033610872776,2.7396492778506687,Inactive_Disengaged,0,0,1,0,0,Low Value,0
708,34,3,0.0,1,0,1,121457.88,0.0,11.707331048266289,0.25,0.3,0,1,121457.88,0.25,1,0,Zero Balance,0.505,0,1,0.0,0.12625,0,Low,False,False,True,2,3.4073495000846075,2.11325876468754,1.615965102702229,3.042692444962025,2.5928761395288364,Inactive_Disengaged,0,0,1,0,0,Low Value,1
615,61,1,104267.7,1,1,0,62845.64,11.554726500073809,11.0484527519688,0.25,0.1,1,0,0.6027277601044225,0.5,0,0,Medium Balance,0.27498187346767683,1,0,104267.7,0.13749093673383841,0,Low,False,False,False,1,3.09552057356885,1.045150237836776,2.948909853159581,3.0315275639409136,2.623285587772679,Inactive_High_Balance,0,0,0,1,0,High Value,1
770,36,2,89800.14,1,1,1,105922.69,11.405352949087217,11.570474208177313,0.25,0.2,1,1,1.179525003802847,0.3333333333333333,0,0,Medium Balance,0.6831722599287074,0,1,0.0,0.22772408664290247,0,Low,False,False,True,1,3.3972038677348158,1.0870244621061347,2.9434787542651835,2.3213266894465217,2.038489376172262,Inactive_High_Balance,0,0,0,1,0,High Value,0
567,35,5,166118.45,2,1,0,127827.18,12.02046238687959,11.75844229740132,0.5,0.5,1,0,0.7694895450231745,0.3333333333333333,0,1,High Balance,0.3956241170963587,0,0,166118.45,0.06593735284939312,1,Medium,False,False,False,3,3.3183734585328892,1.877113338036917,2.199911422567235,1.1817438631603205,2.090329813980291,Active_Power_Core,1,0,0,0,0,Platinum Value,0
778,29,7,123229.46,1,1,0,181221.09,11.721811539782461,12.107478574652932,0.25,0.7,1,0,1.4705868175774073,0.125,0,0,Medium Balance,0.3370060561159367,0,0,123229.46,0.04212575701449209,0,Low,True,False,False,4,3.7592714180100564,1.8542539507194524,2.70509901116703,2.544906894024011,1.2165653385614192,Active_Casual,0,1,0,0,0,High Value,0
713,43,5,86394.14,1,1,1,130001.13,11.366686703210057,11.775306113918878,0.25,0.5,1,1,1.5047273492467286,0.16666666666666666,0,0,Medium Balance,0.7127038305342245,0,1,0.0,0.11878397175570408,0,Low,False,False,True,4,3.4791295412036574,1.5632040792941615,2.8264712727877157,2.0395324434789357,1.2439226772191858,Active_Casual,0,1,0,0,0,High Value,0
696,43,4,114091.38,1,0,1,159888.1,11.644763750096823,11.982235728893777,0.25,0.4,0,1,1.4013915740911005,0.2,0,0,Medium Balance,0.6560726464028925,0,1,0.0,0.1312145292805785,0,Low,True,False,True,1,3.614512742416252,1.2475490598138272,2.8020518751623817,2.105771327903706,1.4604565050412537,Inactive_High_Balance,0,0,0,1,0,High Value,0
583,47,5,102562.23,1,1,0,92708.1,11.538234765418329,11.43722191286326,0.25,0.5,1,0,0.9039116650284903,0.16666666666666666,0,0,Medium Balance,0.31478208129485546,0,0,102562.23,0.052463680215809244,0,Low,False,True,True,1,3.085212788842043,1.1494533159834859,2.5223875391408983,2.4667474322620064,1.3962085818463879,Inactive_High_Balance,0,0,0,1,0,High Value,0
624,36,0,0.0,2,1,0,111605.9,0.0,11.622738154975067,0.5,0.0,1,0,111605.9,2.0,1,0,Zero Balance,0.2,1,0,0.0,0.2,0,Medium,False,True,False,2,3.874699430668709,2.9740355692234597,2.0613699086129653,3.4578986991525333,4.06772237286881,Inactive_Disengaged,0,0,1,0,0,Low Value,0
786,37,7,165896.22,2,1,1,66977.68,12.019123718955555,11.112129638778667,0.5,0.7,1,1,0.403729972087537,0.25,0,1,High Balance,0.8156078995559474,0,2,0.0,0.10195098744449342,0,Medium,False,False,True,3,3.2296978186170784,2.824469917125443,2.9520520232661194,1.1046916556121837,2.170498126467076,Active_Power_Core,1,0,0,0,0,Platinum Value,0
623,27,4,120509.81,1,0,0,142170.44,11.699494737432754,11.864788932297587,0.25,0.4,0,0,1.179731843143366,0.2,0,0,Medium Balance,0.2567356950820603,1,0,120509.81,0.05134713901641206,0,Low,False,False,True,1,3.557570431872477,1.2030707694540776,2.6717549163069356,2.7137842501895277,1.8848221025702627,Inactive_High_Balance,0,0,0,1,0,High Value,0
523,34,2,161588.89,1,1,1,51358.66,11.992816861230867,10.846608318404236,0.25,0.2,1,1,0.3178333743528138,0.3333333333333333,0,1,High Balance,0.690289200257498,0,1,0.0,0.23009640008583265,0,Low,False,False,True,1,2.856139772930244,1.2475147376203617,3.085669875879316,2.4023594240241843,2.123553293321175,Inactive_High_Balance,0,0,0,1,0,High Value,0
588,36,2,0.0,2,1,0,92536.0,0.0,11.435363843521843,0.5,0.2,1,0,92536.0,0.6666666666666666,1,0,Zero Balance,0.22000000000000003,1,0,0.0,0.07333333333333335,0,Medium,False,False,False,2,3.449997952164232,2.8199750244297968,1.4498490900041854,3.0706973220510734,3.6155774575708954,Inactive_Disengaged,0,0,1,0,0,Low Value,1
665,29,1,182781.74,2,1,1,63732.9,12.116053513413034,11.062471882105191,0.5,0.1,1,1,0.34868117197499066,1.0,0,1,High Balance,0.7567821734968242,0,2,0.0,0.3783910867484121,0,Medium,False,True,True,3,3.2527448435871134,2.1835251748996045,3.061776549343961,1.720363167116078,3.03993137783284,Active_Power_Core,1,0,0,0,0,Platinum Value,0
611,52,7,0.0,1,0,1,73585.18,0.0,11.206212515346516,0.25,0.7,0,1,73585.18,0.125,1,0,Zero Balance,0.545,0,1,0.0,0.068125,0,Low,False,True,True,2,3.018473297453693,2.6627094561804143,1.6532308854274882,2.93639669147582,2.045563309081171,Inactive_Disengaged,0,0,1,0,0,Low Value,1
653,51,3,0.0,1,1,0,170426.65,0.0,12.046066145471986,0.25,0.3,1,0,170426.65,0.25,1,0,Zero Balance,0.155,1,0,0.0,0.03875,0,Low,False,False,True,2,4.000380326708193,2.595413297994134,2.0719778564229605,3.762231095568383,3.21450364712793,Inactive_Disengaged,0,0,1,0,0,Low Value,1
411,54,9,0.0,1,0,1,76621.49,0.0,11.246645915768877,0.25,0.9,0,1,76621.49,0.1,1,0,Zero Balance,0.5650000000000001,0,1,0.0,0.05650000000000001,0,Low,False,False,False,2,3.3026486488869553,3.141128767594362,2.0598695856526135,3.1215990404459113,2.092834349361747,Inactive_Disengaged,0,0,1,0,0,Low Value,0
617,35,5,0.0,2,0,1,13066.3,0.0,9.477868205323597,0.5,0.5,0,1,13066.3,0.3333333333333333,1,0,Zero Balance,0.6000000000000001,0,2,0.0,0.10000000000000002,0,Medium,False,False,False,0,1.7411629130243187,3.435104700821023,2.1744531960781956,2.8830820026103923,3.421495491271537,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
612,24,1,182705.05,1,1,1,171837.06,12.115633856213012,12.054307800667214,0.25,0.1,1,1,0.9405110558736287,0.5,0,1,High Balance,0.6817770894819777,0,1,0.0,0.34088854474098884,0,Low,False,False,True,1,3.9455984032926312,1.329546589266834,3.223824466629932,2.587269032738362,2.451299874587408,Inactive_High_Balance,0,0,0,1,0,High Value,0
681,29,8,0.0,1,1,0,66367.33,0.0,11.102975263852633,0.25,0.8,1,0,66367.33,0.1111111111111111,1,0,Zero Balance,0.20500000000000002,1,0,0.0,0.02277777777777778,0,Low,False,False,True,2,3.277779036171294,3.098630491604738,2.0118430636242075,3.6016854750203424,2.597001984777939,Inactive_Disengaged,0,0,1,0,0,Low Value,0
806,67,1,0.0,2,0,1,103945.58,0.0,11.551632392312028,0.5,0.1,0,1,103945.58,1.0,1,0,Zero Balance,0.56,0,2,0.0,0.28,0,Medium,False,False,False,2,3.473840430404983,2.6772557958613747,1.585544632250386,2.608694090339597,3.4984647889711034,Inactive_Disengaged,0,0,1,0,0,Low Value,0
731,37,1,128932.4,1,1,1,180712.52,11.767051270956115,12.104668293925318,0.25,0.1,1,1,1.4015958626701848,0.5,0,1,High Balance,0.6775541212150823,0,1,0.0,0.33877706060754115,0,Low,False,True,False,1,3.969379246926689,1.3364753856108706,3.1851982893314,2.5961538934044635,2.4574570130944338,Inactive_High_Balance,0,0,0,1,0,High Value,0
637,39,3,109698.41,1,1,1,88391.29,11.605499267944392,11.389540027627524,0.25,0.3,1,1,0.8057590282390761,0.25,0,0,Medium Balance,0.6955969695642932,0,1,0.0,0.1738992423910733,0,Low,True,False,False,1,3.1874837947604053,1.1507343861597066,2.8870803279069452,2.1685582486275257,1.7321995455605457,Inactive_High_Balance,0,0,0,1,0,High Value,1
657,41,8,109402.13,1,1,1,66463.62,11.602794779164032,11.10442505499054,0.25,0.8,1,1,0.6075111379354502,0.1111111111111111,0,0,Medium Balance,0.7455642055342451,0,1,0.0,0.08284046728158279,0,Low,False,True,True,4,3.1728945432378195,2.4044876064246914,3.1055333130723852,2.2486597946835554,1.0024333990248022,Active_Casual,0,1,0,0,0,High Value,0
637,32,3,0.0,2,1,1,197827.06,0.0,12.195153548574622,0.5,0.3,1,1,197827.06,0.5,1,0,Zero Balance,0.6300000000000001,0,2,0.0,0.15750000000000003,0,Medium,False,False,True,2,3.898227858378006,2.835494851558561,1.4726274178401715,2.364761119501159,3.2155871011327006,Inactive_Disengaged,0,0,1,0,0,Low Value,0
737,40,2,162485.8,2,1,0,149381.32,11.998352046683301,11.914264204651348,0.5,0.2,1,0,0.9193443405864354,0.6666666666666666,0,1,High Balance,0.365356257286465,0,0,162485.8,0.12178541909548833,1,Medium,True,False,False,1,3.6119561886116145,1.7082157242747469,2.4710132358539028,1.8045956063003197,2.763423473921343,Inactive_High_Balance,0,0,0,1,0,High Value,0
630,28,1,0.0,2,1,1,133267.78,0.0,11.800123270183557,0.5,0.1,1,1,133267.78,1.0,1,0,Zero Balance,0.6100000000000001,0,2,0.0,0.30500000000000005,0,Medium,False,False,False,2,3.713652790735956,2.753443390242422,1.7308536982494278,2.6112294088944354,3.5301562598054907,Inactive_Disengaged,0,0,1,0,0,Low Value,0
559,46,5,0.0,1,1,0,21006.1,0.0,9.95261575480234,0.25,0.5,1,0,21006.1,0.16666666666666666,1,0,Zero Balance,0.175,1,0,0.0,0.029166666666666664,0,Low,False,False,False,2,2.3916980591237182,3.0047326349180237,2.3308912955231684,3.8696515394902637,3.1688294809798108,Inactive_Disengaged,0,0,1,0,0,Low Value,1
769,48,2,96542.16,2,0,1,197885.72,11.477745441224881,12.195450024740762,0.5,0.2,0,1,2.0497124809256295,0.6666666666666666,0,0,Medium Balance,0.7090492721777087,0,2,0.0,0.23634975739256958,0,Medium,False,False,True,3,3.962848481817701,2.1178733524764697,2.7991629864943812,1.4807146261032975,2.8075668762479267,Active_Power_Core,1,0,0,0,0,Platinum Value,0
633,26,8,124281.84,1,1,1,60116.57,11.73031521487125,11.004057423888359,0.25,0.8,1,1,0.4837077266660466,0.1111111111111111,0,0,Medium Balance,0.7471090754622001,0,1,0.0,0.08301211949580001,0,Low,False,False,False,4,3.1069443275833235,2.423790157320066,3.1367581824257855,2.268607263389338,1.0457847775176927,Active_Casual,0,1,0,0,0,High Value,0
606,53,1,109330.06,1,1,1,75860.01,11.602135805799074,11.236658129153732,0.25,0.1,1,1,0.6938559820054795,0.5,0,0,Medium Balance,0.6755562222794105,0,1,0.0,0.33777811113970524,0,Low,False,True,False,1,3.242304423578927,1.1438173111570564,3.096713044866699,2.5201984074611277,2.3591636121059705,Inactive_High_Balance,0,0,0,1,0,High Value,0
814,31,1,118870.92,1,1,0,101704.19,11.685801889943157,11.529833613182918,0.25,0.1,1,0,0.8555779194952012,0.5,0,0,Medium Balance,0.27656981054600577,1,0,118870.92,0.13828490527300288,0,Low,False,False,True,1,3.479335059239234,0.9803876540424727,2.9390609257222775,3.0009781195942797,2.5974364939354135,Inactive_High_Balance,0,0,0,1,0,High Value,0
538,42,9,0.0,1,0,0,152855.96,0.0,11.937257861120377,0.25,0.9,0,0,152855.96,0.1,1,0,Zero Balance,0.165,1,0,0.0,0.0165,0,Low,False,True,False,2,4.105017714087992,3.4256964949216946,2.3287008359658783,3.8194786030373606,2.7892942749968643,Inactive_Disengaged,0,0,1,0,0,Low Value,0
821,45,0,135827.33,2,1,1,131778.58,11.819147087960715,11.788885957332667,0.5,0.0,1,1,0.9701847913465476,2.0,0,1,High Balance,0.7431852456353866,0,2,0.0,0.7431852456353866,0,Medium,True,False,True,3,3.9131601287649467,2.2453628639740577,3.165025718253449,2.0060545605060294,3.2888440904958385,Active_Power_Core,1,0,0,0,0,Platinum Value,0
570,46,3,0.0,2,0,0,820.46,0.0,6.71108324487372,0.5,0.3,0,0,820.46,0.5,1,0,Zero Balance,0.18,1,0,0.0,0.045,0,Medium,False,False,False,0,2.929043572334514,5.555063504370079,4.9546164110999795,5.682682692784026,5.905382390118542,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
714,34,5,141173.03,1,0,1,98896.06,11.857748663612528,11.501834790171982,0.25,0.5,0,1,0.700525868674288,0.16666666666666666,0,1,High Balance,0.6686528915704514,0,1,0.0,0.11144214859507523,0,Low,False,False,True,4,3.198403154673776,1.3668684821101234,2.778094651570004,1.985485062191348,1.0707825118575882,Active_Casual,0,1,0,0,0,Platinum Value,0
655,38,9,0.0,1,0,1,90490.33,0.0,11.413009323993826,0.25,0.9,0,1,90490.33,0.1,1,0,Zero Balance,0.5650000000000001,0,1,0.0,0.05650000000000001,0,Low,False,True,True,2,3.432784359159996,3.1367586837453567,2.0510245520821377,3.1149212194556526,2.0863211302509193,Inactive_Disengaged,0,0,1,0,0,Low Value,0
482,35,2,133111.73,1,0,1,79957.95,11.798951642183917,11.289268656962333,0.25,0.2,0,1,0.6006784625332227,0.3333333333333333,0,1,High Balance,0.637940584168468,0,1,0.0,0.21264686138948932,0,Low,False,False,False,1,3.123762601681655,0.8768548907798823,2.912431344039499,2.3115192266599967,1.980014615243688,Inactive_High_Balance,0,0,0,1,0,High Value,0
623,35,0,130557.24,1,1,1,47880.71,11.779574689714917,10.776488873319884,0.25,0.0,1,1,0.36673832306562953,1.0,0,1,High Balance,0.6677058384902654,0,1,0.0,0.6677058384902654,0,Low,False,False,False,1,3.066813036140267,1.4312911067302159,3.334807801762568,2.81786900201585,2.754983196253144,Inactive_High_Balance,0,0,0,1,0,High Value,0
452,35,8,0.0,2,1,1,149614.81,0.0,11.915826020756766,0.5,0.8,1,1,149614.81,0.2222222222222222,1,0,Zero Balance,0.6800000000000002,0,2,0.0,0.07555555555555557,0,Medium,False,False,False,2,3.8120957882043234,3.4487441655517754,1.6958486369042522,2.3111931188048387,2.7822129533265767,Inactive_Disengaged,0,0,1,0,0,Low Value,0
594,50,7,81310.34,1,1,1,183868.01,11.306040769203832,12.121978880894527,0.25,0.7,1,1,2.2612837274604014,0.125,0,0,Medium Balance,0.7319691241385053,0,1,0.0,0.09149614051731317,0,Low,False,False,True,4,3.8891384246325544,2.1906870813638144,3.002569001892641,2.1999702369523266,1.1507535858539488,Active_Casual,0,1,0,0,0,High Value,0
798,38,4,129055.13,1,1,0,157147.59,11.768002704987241,11.964947069866023,0.25,0.4,1,0,1.2176685446867188,0.2,0,1,High Balance,0.3075656475388041,0,0,129055.13,0.06151312950776082,1,Low,True,False,False,1,3.5908211153393634,1.0773748680593978,2.641873100905892,2.5853180791665995,1.752831573853509,Inactive_High_Balance,0,0,0,1,0,High Value,0
683,33,9,0.0,2,1,1,38784.42,0.0,10.565799681795049,0.5,0.9,1,1,38784.42,0.2,1,0,Zero Balance,0.6900000000000001,0,2,0.0,0.069,0,Medium,False,False,False,2,2.9385530431276092,3.7326149315544574,2.086770444078857,2.5826124209585632,2.913244562525902,Inactive_Disengaged,0,0,1,0,0,Low Value,0
725,40,8,104149.66,1,1,0,62027.9,11.553593783682961,11.035355684455098,0.25,0.8,1,0,0.5955593560328855,0.1111111111111111,0,0,Medium Balance,0.3449681509652448,0,0,104149.66,0.038329794551693865,0,Low,True,False,True,4,2.9154761679582744,2.0692529754246296,2.7311637476599753,2.569327393132387,1.0184730861055855,Active_Casual,0,1,0,0,0,High Value,0
758,56,1,0.0,2,1,1,10643.38,0.0,9.272787332324656,0.5,0.1,1,1,10643.38,1.0,1,0,Zero Balance,0.6100000000000001,0,2,0.0,0.30500000000000005,0,Medium,False,True,True,0,2.131787174229577,3.4738060848925745,2.759951996650083,3.394155719010874,4.116383498830005,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
638,41,9,144326.09,1,1,0,73979.85,11.879837461029895,11.211561554912223,0.25,0.9,1,0,0.5125846436729238,0.1,0,1,High Balance,0.3589204903963613,0,0,144326.09,0.03589204903963613,1,Low,True,False,False,4,3.2036049047228294,2.3643723107681587,2.8935093869126813,2.6531810166422094,1.0219976588165627,Active_Casual,0,1,0,0,0,Platinum Value,1
725,31,6,0.0,1,0,0,61326.43,0.0,11.023982493290685,0.25,0.6,0,0,61326.43,0.14285714285714285,1,0,Zero Balance,0.135,1,0,0.0,0.019285714285714288,0,Low,False,False,False,2,3.2034924020757676,2.88251417705538,1.985510754156091,3.7036216139317975,2.8677716679212217,Inactive_Disengaged,0,0,1,0,0,Low Value,0
712,33,2,182888.08,1,1,0,3061.0,12.11663512783986,8.026823576217629,0.25,0.2,1,0,0.016736920542221548,0.3333333333333333,0,1,High Balance,0.29178921957248,1,0,182888.08,0.09726307319082667,1,Low,False,False,True,0,1.9761096772291862,3.502291619523604,4.452423268720926,4.443530337997151,4.091704029736198,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
645,39,8,0.0,2,0,0,96864.36,0.0,11.481077252026813,0.5,0.8,0,0,96864.36,0.2222222222222222,1,0,Zero Balance,0.23,1,0,0.0,0.025555555555555557,0,Medium,False,False,True,2,3.5101380312808104,3.4179422154549592,1.397988035609431,2.929310445577716,3.04147539762291,Inactive_Disengaged,0,0,1,0,0,Low Value,0
687,39,2,0.0,3,0,0,188150.6,0.0,12.145003299838734,0.75,0.2,0,0,188150.6,1.0,1,0,Zero Balance,0.245,1,0,0.0,0.08166666666666667,0,High,False,True,False,2,4.673908179879229,4.073981759530782,2.56034806269031,3.402033553577131,4.705659629784497,Inactive_Disengaged,0,0,1,0,0,Low Value,1
664,57,6,0.0,2,1,1,15304.08,0.0,9.635940078415835,0.5,0.6,1,1,15304.08,0.2857142857142857,1,0,Zero Balance,0.6600000000000001,0,2,0.0,0.0942857142857143,0,Medium,False,False,True,0,1.9665002070536541,3.523755677952022,2.1876595752750365,2.7768053979566067,3.2926998901171363,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
811,34,1,149297.19,2,1,1,186339.74,11.913700860212,12.135332212231907,0.5,0.1,1,1,1.2481044813738196,1.0,0,1,High Balance,0.7543307348153413,0,2,0.0,0.37716536740767065,0,Medium,True,False,False,3,4.089062384749028,2.2668607186822327,3.087867578849787,1.804822697449423,3.101649483574328,Active_Power_Core,1,0,0,0,0,Platinum Value,0
775,33,3,83501.66,2,1,0,128841.31,11.33263376661897,11.766344532498938,0.5,0.3,1,0,1.5429605476041122,0.5,0,0,Medium Balance,0.3672912899292117,0,0,83501.66,0.09182282248230292,0,Medium,True,False,True,3,3.3681857100889596,1.6788746891234099,2.208904912329555,1.5508326390954246,2.5037389602456996,Active_Power_Core,1,0,0,0,0,Platinum Value,0
784,38,5,136712.91,1,0,1,169920.92,11.825645773204633,12.0430943164069,0.25,0.5,0,1,1.2428941575879149,0.16666666666666666,0,1,High Balance,0.6682639751609634,0,1,0.0,0.1113773291934939,0,Low,False,False,True,4,3.6815696087888288,1.5036859338766622,2.8385312741212414,2.071615920079772,1.2414078088414304,Active_Casual,0,1,0,0,0,Platinum Value,0
762,60,10,168920.75,1,1,0,31445.03,12.037190868927912,10.356028022046175,0.25,1.0,1,0,0.1861514577015689,0.09090909090909091,0,1,High Balance,0.3708267773893028,0,0,168920.75,0.03371152521720935,1,Low,False,True,False,4,2.7958725976784526,2.8889190133805247,3.26503597183577,3.0046675783581094,1.5821336903073444,Active_Casual,0,1,0,0,0,Platinum Value,1
650,27,6,0.0,2,1,0,1002.39,0.0,6.911139545885282,0.5,0.6,1,0,1002.39,0.2857142857142857,1,0,Zero Balance,0.26,1,0,0.0,0.037142857142857144,0,Medium,False,False,False,0,2.585168880322933,5.451229308245631,4.645345089579804,5.317591925867844,5.446834226035081,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
610,36,7,115462.02,1,0,1,42581.04,11.656705584517443,10.659187847116648,0.25,0.7,0,1,0.3687850880740864,0.125,0,0,Medium Balance,0.6862173179669341,0,1,0.0,0.08577716474586676,0,Low,True,False,True,4,2.6222136761830335,2.0864204612609702,2.9717607331343268,2.205920170548689,1.0275953784908163,Active_Casual,0,1,0,0,0,High Value,0
582,33,6,0.0,2,0,1,72970.93,0.0,11.1978301256356,0.5,0.6,0,1,72970.93,0.2857142857142857,1,0,Zero Balance,0.6100000000000001,0,2,0.0,0.08714285714285716,0,Medium,False,True,True,2,2.9754132814773016,2.9792271079707806,1.0389942502282807,2.101298547292228,2.7375460508776963,Inactive_Disengaged,0,0,1,0,0,Low Value,0
536,28,4,0.0,1,1,1,136197.65,0.0,11.821869760754153,0.25,0.4,1,1,136197.65,0.2,1,0,Zero Balance,0.5650000000000001,0,1,0.0,0.11300000000000002,0,Low,False,True,False,2,3.4870269382557266,2.2434719594927293,1.6191604989394066,2.934378390952355,2.4101007452289496,Inactive_Disengaged,0,0,1,0,0,Low Value,0
472,29,8,102490.27,1,0,1,181224.56,11.53753290320166,12.107497722245695,0.25,0.8,0,1,1.7681950862741773,0.1111111111111111,0,0,Medium Balance,0.6947735784550866,0,1,0.0,0.0771970642727874,0,Low,False,False,True,4,3.9178400553748225,2.364868002331863,3.0447946585527026,2.2731220867281725,1.0053475809479138,Active_Casual,0,1,0,0,0,High Value,0
548,57,6,76165.65,1,1,1,133537.53,11.240678981829882,11.802145329413575,0.25,0.6,1,1,1.7532283486276474,0.14285714285714285,0,0,Medium Balance,0.7211772866640533,0,1,0.0,0.10302532666629334,0,Low,False,False,True,4,3.5339402904620782,1.822017771989379,2.8523934780923015,2.054126946142173,1.066394619185763,Active_Casual,0,1,0,0,0,High Value,0
726,38,4,0.0,2,0,0,6787.48,0.0,8.82298233687705,0.5,0.4,0,0,6787.48,0.4,1,0,Zero Balance,0.19,1,0,0.0,0.038,0,Medium,False,False,False,0,1.9994813660197899,3.9245556433469595,2.8889468055567837,3.978724921284522,4.257831796920216,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
486,26,2,0.0,2,1,1,31399.4,0.0,10.354575910668709,0.5,0.2,1,1,31399.4,0.6666666666666666,1,0,Zero Balance,0.6200000000000001,0,2,0.0,0.2066666666666667,0,Medium,False,False,True,2,2.487665336226376,2.9040136464688953,1.8146500398673069,2.6397384284800736,3.467193606243277,Inactive_Disengaged,0,0,1,0,0,Low Value,0
647,30,6,143138.91,2,1,0,2955.46,11.871577822537326,7.991747885658113,0.5,0.6,1,0,0.020647351252351634,0.2857142857142857,0,1,High Balance,0.4038204274766246,0,0,143138.91,0.05768863249666066,1,Medium,True,False,True,0,1.5408538097745086,3.9996705131376316,4.095209940748864,3.6578796755013743,3.943711672640247,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
741,39,5,0.0,1,0,1,40207.06,0.0,10.60182275202261,0.25,0.5,0,1,40207.06,0.16666666666666666,1,0,Zero Balance,0.525,0,1,0.0,0.08750000000000001,0,Low,False,False,True,2,2.414195799593397,2.427167962000774,1.6826561190735911,3.0209993380355584,2.3591872629281947,Inactive_Disengaged,0,0,1,0,0,Low Value,0
373,42,7,0.0,1,1,0,77786.37,0.0,11.261734357656408,0.25,0.7,1,0,77786.37,0.125,1,0,Zero Balance,0.195,1,0,0.0,0.024375,0,Low,False,False,True,2,3.318385046399513,2.8994289211643007,1.86453099104839,3.5481520760466356,2.6154060613632657,Inactive_Disengaged,0,0,1,0,0,Low Value,1
850,36,5,119984.07,1,1,0,191535.11,11.695122597357122,12.162831633795555,0.25,0.5,1,0,1.596324526043115,0.16666666666666666,0,0,Medium Balance,0.31668272798164065,0,0,119984.07,0.05278045466360678,0,Low,True,False,True,1,3.750942258867765,1.3721624152789555,2.6464334229903947,2.5632196524002064,1.583244693837503,Inactive_High_Balance,0,0,0,1,0,High Value,1
563,35,2,183572.84,1,1,1,66006.75,12.120372263356636,11.0975274383573,0.25,0.2,1,1,0.3595651210433905,0.3333333333333333,0,1,High Balance,0.6918344937926044,0,1,0.0,0.23061149793086813,0,Low,False,False,False,1,3.0586502708254146,1.1630504613679598,3.0660474536663775,2.35257784433498,2.0741070503904426,Inactive_High_Balance,0,0,0,1,0,High Value,1
542,38,8,65942.26,1,1,1,68093.23,11.096549954287495,11.12864776020728,0.25,0.8,1,1,1.0326033320160393,0.1111111111111111,0,0,Medium Balance,0.7394312088753383,0,1,0.0,0.08215902320837093,0,Low,False,False,True,4,3.1564742443224474,2.3868155426306004,3.029181034057837,2.239650410178504,0.9680929709989865,Active_Casual,0,1,0,0,0,High Value,1
742,24,8,0.0,2,1,0,4070.28,0.0,8.311712725307537,0.5,0.8,1,0,4070.28,0.2222222222222222,1,0,Zero Balance,0.28,1,0,0.0,0.031111111111111114,0,Medium,False,True,True,0,2.087782896342795,4.580559043125216,3.391916268944363,4.215625918291853,4.284196570551569,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
743,65,2,131935.51,1,1,1,96399.67,11.790076101009706,11.476268430781953,0.25,0.2,1,1,0.7306519628266656,0.3333333333333333,0,1,High Balance,0.6878330597816642,0,1,0.0,0.22927768659388806,0,Low,True,False,True,1,3.3421678615295067,1.099060624222281,2.9976760036024492,2.3211479490950837,2.041747071364303,Inactive_High_Balance,0,0,0,1,0,High Value,1
